Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,148.25,148.25,143.875,145.4375,91.88773345947266,8164300.0
2000-01-04,143.53125,144.0625,139.640625,139.75,88.29438018798828,8089800.0
2000-01-05,139.9375,141.53125,137.25,140.0,88.45233917236328,12177900.0
2000-01-06,139.625,141.5,137.75,137.75,87.03076934814453,6227200.0
2000-01-07,140.3125,145.75,140.0625,145.75,92.08523559570312,8066500.0
2000-01-10,146.25,146.90625,145.03125,146.25,92.40111541748048,5741700.0
2000-01-11,145.8125,146.09375,143.5,144.5,91.29544067382812,7503700.0
2000-01-12,144.59375,144.59375,142.875,143.0625,90.38721466064452,6907700.0
2000-01-13,144.46875,145.75,143.28125,145.0,91.61133575439452,5158300.0
2000-01-14,146.53125,147.46875,145.96875,146.96875,92.855224609375,7437300.0
2000-01-18,145.34375,146.625,145.1875,145.8125,92.12471771240234,6488500.0
2000-01-19,145.3125,147.0,145.0,147.0,92.87496185302734,6157900.0
2000-01-20,146.96875,146.96875,143.8125,144.75,91.45342254638672,5800100.0
2000-01-21,145.5,145.5,144.0625,144.4375,91.25596618652344,6244800.0
2000-01-24,145.65625,145.84375,139.40625,140.34375,88.66951751708984,7896900.0
2000-01-25,140.515625,141.9375,139.0,141.9375,89.67645263671875,9942500.0
2000-01-26,141.0,141.546875,140.09375,140.8125,88.9657211303711,5158100.0
2000-01-27,141.84375,142.21875,138.125,140.25,88.61028289794922,10922700.0
2000-01-28,139.4375,140.0625,135.53125,135.875,85.84617614746094,11916200.0
2000-01-31,135.8125,139.671875,135.0,139.5625,88.17594146728516,10768700.0
2000-02-01,139.75,141.6875,138.53125,140.9375,89.04467010498047,8419900.0
2000-02-02,141.28125,142.25,140.375,141.0625,89.12361907958984,6205900.0
2000-02-03,140.875,143.25,140.0,143.1875,90.46623229980467,7997500.0
2000-02-04,143.1875,144.0,142.125,142.59375,90.09110260009766,4925400.0
2000-02-07,142.5625,142.78125,141.4375,142.375,89.95286560058594,5845800.0
