Price,Adj Close,Close,High,Low,Open,Volume
Ticker,XLV,XLV,XLV,XLV,XLV,XLV
Date,,,,,,
2025-10-06,144.1199951171875,144.1199951171875,145.05999755859375,143.97000122070312,144.89999389648438,12879900
2025-10-07,144.22999572753906,144.22999572753906,144.66000366210938,143.27999877929688,144.1199951171875,12478700
2025-10-08,144.50999450683594,144.50999450683594,144.97000122070312,144.02000427246094,144.60000610351562,8925800
2025-10-09,144.19000244140625,144.19000244140625,145.25,143.9600067138672,144.77999877929688,7657000
2025-10-10,142.11000061035156,142.11000061035156,144.74000549316406,141.94000244140625,144.61000061035156,13350100
2025-10-13,141.9499969482422,141.9499969482422,142.94000244140625,141.6300048828125,141.72999572753906,8257500
2025-10-14,142.33999633789062,142.33999633789062,142.86000061035156,141.0500030517578,141.60000610351562,10044700
2025-10-15,142.55999755859375,142.55999755859375,143.25,141.36000061035156,142.02000427246094,7260600
2025-10-16,142.32000732421875,142.32000732421875,143.63999938964844,141.9600067138672,142.85000610351562,11194100
2025-10-17,143.27000427246094,143.27000427246094,143.4199981689453,141.38999938964844,141.5800018310547,8160300
2025-10-20,144.7899932861328,144.7899932861328,144.99000549316406,143.55999755859375,143.72000122070312,8435900
2025-10-21,145.1300048828125,145.1300048828125,145.6300048828125,144.33999633789062,145.0500030517578,9031800
2025-10-22,145.9600067138672,145.9600067138672,146.72999572753906,145.5399932861328,146.2100067138672,12705300
2025-10-23,146.0399932861328,146.0399932861328,146.50999450683594,145.3699951171875,145.52000427246094,7924900
2025-10-24,146.02999877929688,146.02999877929688,146.75999450683594,145.8800048828125,146.2899932861328,7007400
2025-10-27,146.3699951171875,146.3699951171875,146.4499969482422,145.22000122070312,146.08999633789062,6466700
2025-10-28,145.4499969482422,145.4499969482422,146.5399932861328,145.19000244140625,146.41000366210938,8652700
2025-10-29,143.97999572753906,143.97999572753906,145.4499969482422,143.57000732421875,145.22000122070312,12425600
2025-10-30,144.3000030517578,144.3000030517578,145.4499969482422,143.77000427246094,143.9600067138672,10756100
2025-10-31,144.25,144.25,144.49000549316406,142.6999969482422,143.02000427246094,10581100
2025-11-03,144.4499969482422,144.4499969482422,144.55999755859375,142.8300018310547,144.07000732421875,12279300
2025-11-04,145.10000610351562,145.10000610351562,145.49000549316406,143.49000549316406,143.77000427246094,14182200
2025-11-05,145.66000366210938,145.66000366210938,146.25,144.39999389648438,144.6300048828125,13112213
