Price,Adj Close,Close,High,Low,Open,Volume
Ticker,XLY,XLY,XLY,XLY,XLY,XLY
Date,,,,,,
2025-10-06,239.89999389648438,239.89999389648438,240.24000549316406,237.1999969482422,239.4499969482422,5231400
2025-10-07,235.6999969482422,235.6999969482422,239.27999877929688,235.6199951171875,239.27000427246094,7312000
2025-10-08,236.39999389648438,236.39999389648438,237.1199951171875,234.33999633789062,236.72999572753906,3955100
2025-10-09,235.22000122070312,235.22000122070312,235.57000732421875,233.57000732421875,235.49000549316406,4878800
2025-10-10,228.75,228.75,236.4199981689453,228.67999267578125,235.3300018310547,8989100
2025-10-13,233.86000061035156,233.86000061035156,234.22000122070312,230.47000122070312,230.85000610351562,5430100
2025-10-14,234.35000610351562,234.35000610351562,235.67999267578125,229.8300018310547,230.77999877929688,6266800
2025-10-15,234.69000244140625,234.69000244140625,236.99000549316406,232.75999450683594,235.4199981689453,5418000
2025-10-16,232.4199981689453,232.4199981689453,235.52999877929688,230.6699981689453,234.8699951171875,6518400
2025-10-17,234.4199981689453,234.4199981689453,234.97999572753906,231.75,232.3000030517578,5884900
2025-10-20,236.27999877929688,236.27999877929688,236.57000732421875,235.16000366210938,235.5,4178200
2025-10-21,239.1699981689453,239.1699981689453,240.07000732421875,236.60000610351562,236.72999572753906,4337300
2025-10-22,237.3000030517578,237.3000030517578,238.86000061035156,235.97999572753906,238.6999969482422,6374800
2025-10-23,238.3699951171875,238.3699951171875,238.6699981689453,234.5500030517578,235.3300018310547,5643400
2025-10-24,237.66000366210938,237.66000366210938,239.8300018310547,237.4199981689453,239.25999450683594,3240800
2025-10-27,241.0800018310547,241.0800018310547,241.9499969482422,239.6199951171875,240.13999938964844,3703900
2025-10-28,241.13999938964844,241.13999938964844,242.91000366210938,239.8800048828125,240.72000122070312,4499700
2025-10-29,239.14999389648438,239.14999389648438,241.22999572753906,237.77999877929688,241.19000244140625,5532000
2025-10-30,233.75,233.75,237.30999755859375,233.72000122070312,235.47000122070312,5926700
2025-10-31,239.92999267578125,239.92999267578125,241.27000427246094,238.38999938964844,240.3699951171875,6707200
2025-11-03,242.17999267578125,242.17999267578125,242.99000549316406,241.52000427246094,242.41000366210938,5365400
2025-11-04,238.16000366210938,238.16000366210938,240.88999938964844,237.8300018310547,239.10000610351562,4656300
2025-11-05,241.05999755859375,241.05999755859375,241.42999267578125,237.2899932861328,239.1300048828125,5816685
