Price,Adj Close,Close,High,Low,Open,Volume
Ticker,XLF,XLF,XLF,XLF,XLF,XLF
Date,,,,,,
2025-10-06,53.70000076293945,53.70000076293945,54.06999969482422,53.29999923706055,53.93000030517578,32001300
2025-10-07,53.77000045776367,53.77000045776367,54.04999923706055,53.52000045776367,53.880001068115234,31250500
2025-10-08,53.5099983215332,53.5099983215332,53.95000076293945,53.34000015258789,53.93000030517578,26848700
2025-10-09,53.31999969482422,53.31999969482422,53.810001373291016,53.189998626708984,53.630001068115234,33922400
2025-10-10,52.15999984741211,52.15999984741211,53.68000030517578,52.15999984741211,53.459999084472656,73596200
2025-10-13,52.65999984741211,52.65999984741211,52.81999969482422,52.34000015258789,52.54999923706055,39651900
2025-10-14,53.2400016784668,53.2400016784668,53.650001525878906,52.25,52.45000076293945,62588700
2025-10-15,53.2400016784668,53.2400016784668,53.7599983215332,52.86000061035156,53.43000030517578,39526600
2025-10-16,51.7599983215332,51.7599983215332,53.119998931884766,51.540000915527344,53.09000015258789,85420100
2025-10-17,52.18000030517578,52.18000030517578,52.36000061035156,51.72999954223633,51.900001525878906,52288900
2025-10-20,52.790000915527344,52.790000915527344,52.900001525878906,52.290000915527344,52.36000061035156,39479600
2025-10-21,52.72999954223633,52.72999954223633,53.130001068115234,52.65999984741211,52.65999984741211,31213600
2025-10-22,52.43000030517578,52.43000030517578,52.81999969482422,52.119998931884766,52.779998779296875,53727500
2025-10-23,52.540000915527344,52.540000915527344,52.68000030517578,52.290000915527344,52.59000015258789,29483700
2025-10-24,53.11000061035156,53.11000061035156,53.279998779296875,52.810001373291016,52.849998474121094,31947800
2025-10-27,53.33000183105469,53.33000183105469,53.43000030517578,53.20000076293945,53.369998931884766,27154100
2025-10-28,52.9900016784668,52.9900016784668,53.400001525878906,52.939998626708984,53.33000183105469,33648000
2025-10-29,52.09000015258789,52.09000015258789,52.58000183105469,51.869998931884766,52.45000076293945,61846300
2025-10-30,52.22999954223633,52.22999954223633,52.81999969482422,52.02000045776367,52.02000045776367,48568700
2025-10-31,52.369998931884766,52.369998931884766,52.5,51.939998626708984,52.0099983215332,40425800
2025-11-03,52.150001525878906,52.150001525878906,52.34000015258789,51.650001525878906,52.33000183105469,38693200
2025-11-04,52.41999816894531,52.41999816894531,52.540000915527344,51.84000015258789,51.95000076293945,44675200
2025-11-05,52.599998474121094,52.599998474121094,52.81999969482422,52.185001373291016,52.4900016784668,37910918
