Price,Adj Close,Close,High,Low,Open,Volume
Ticker,XLP,XLP,XLP,XLP,XLP,XLP
Date,,,,,,
2025-10-06,77.45999908447266,77.45999908447266,77.91999816894531,77.37999725341797,77.86000061035156,10740000
2025-10-07,78.18000030517578,78.18000030517578,78.30000305175781,77.16000366210938,77.55999755859375,12084200
2025-10-08,77.79000091552734,77.79000091552734,78.12999725341797,77.66000366210938,78.12000274658203,9503000
2025-10-09,78.04000091552734,78.04000091552734,78.16000366210938,77.69000244140625,78.04000091552734,9315600
2025-10-10,78.0999984741211,78.0999984741211,78.7699966430664,78.0999984741211,78.30000305175781,20763500
2025-10-13,77.83999633789062,77.83999633789062,78.12999725341797,77.44000244140625,77.7300033569336,12692100
2025-10-14,79.08999633789062,79.08999633789062,79.12999725341797,77.79000091552734,77.91999816894531,12884100
2025-10-15,79.2300033569336,79.2300033569336,79.72000122070312,78.95999908447266,79.08000183105469,9111200
2025-10-16,78.68000030517578,78.68000030517578,79.75,78.4800033569336,79.43000030517578,13600000
2025-10-17,79.7300033569336,79.7300033569336,79.77999877929688,79.0199966430664,79.05999755859375,13983900
2025-10-20,79.66000366210938,79.66000366210938,80.01000213623047,79.52999877929688,79.9000015258789,13002500
2025-10-21,79.29000091552734,79.29000091552734,79.8499984741211,79.06999969482422,79.80000305175781,17471400
2025-10-22,79.73999786376953,79.73999786376953,80.25,78.98999786376953,79.41000366210938,13294700
2025-10-23,79.3499984741211,79.3499984741211,79.86000061035156,79.01000213623047,79.83000183105469,10809500
2025-10-24,79.08999633789062,79.08999633789062,79.9000015258789,79.05999755859375,79.87999725341797,12735500
2025-10-27,79.22000122070312,79.22000122070312,79.33000183105469,78.87000274658203,79.30000305175781,13984700
2025-10-28,78.43000030517578,78.43000030517578,79.0,78.41000366210938,78.91000366210938,8927500
2025-10-29,76.58000183105469,76.58000183105469,77.9000015258789,76.48999786376953,77.88999938964844,19894100
2025-10-30,76.5,76.5,76.94999694824219,76.47000122070312,76.61000061035156,17364800
2025-10-31,76.27999877929688,76.27999877929688,76.48999786376953,75.80999755859375,76.19000244140625,14658200
2025-11-03,75.68000030517578,75.68000030517578,76.18000030517578,75.45999908447266,76.12000274658203,16185500
2025-11-04,75.98999786376953,75.98999786376953,76.19999694824219,75.55000305175781,76.0,18147000
2025-11-05,75.94000244140625,75.94000244140625,76.20500183105469,75.51000213623047,75.9000015258789,15760800
