regime,count,pct,avg_return,avg_vol,bullish_label_pct
Bull_LowVol,3670,56.45285340716812,0.05427750945073537,0.8215790832704724,22.45231607629428
Bull_HighVol,796,12.244270112290417,0.24604887574447565,1.6277030090876874,28.391959798994975
Bear_LowVol,1022,15.720658360252267,0.15848181063936925,2.441733170093958,33.17025440313112
Bear_HighVol,1013,15.582218120289188,0.2205979050090333,3.059158680083445,38.4995064165844
