Model,Features,Accuracy,Precision,Recall,F1_Score,Avg_Profit,Win_Rate,N_Trades
XGBoost (Improved),78,0.3038461538461538,0.300077339520495,1.0,0.46162998215348006,0.00022674281733309085,0.5297757153905646,1293
